date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:57:18	25242/25242	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2017:57:18%20GMT	https://aviatorpredict.com/	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/index.html	(from )
20:57:18	24/24	---M--	200	added ('OK')	text/plain	etag:%2264968472-18%22	https://aviatorpredict.com/robots.txt		(from )
20:57:19	15086/15086	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2264918dfe-3aee%22	https://aviatorpredict.com/favicon.ico	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/favicon.ico	(from https://aviatorpredict.com/)
20:57:19	24614/24614	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2017:11:29%20GMT	https://aviatorpredict.com/es/	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/es/index.html	(from https://aviatorpredict.com/)
20:57:19	24647/24647	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2017:11:29%20GMT	https://aviatorpredict.com/de/	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/de/index.html	(from https://aviatorpredict.com/)
20:57:19	12358/12358	---M--	200	added ('OK')	image/png	etag:%2264918dfd-3046%22	https://aviatorpredict.com/apple-touch-icon.png	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/apple-touch-icon.png	(from https://aviatorpredict.com/)
20:57:19	25153/25153	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2017:11:29%20GMT	https://aviatorpredict.com/fr/	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/fr/index.html	(from https://aviatorpredict.com/)
20:57:19	1869/1869	---M--	200	added ('OK')	image/png	etag:%2264918dfe-74d%22	https://aviatorpredict.com/favicon-32x32.png	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/favicon-32x32.png	(from https://aviatorpredict.com/)
20:57:19	23875/23875	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2017:11:29%20GMT	https://aviatorpredict.com/pt/	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/pt/index.html	(from https://aviatorpredict.com/)
20:57:19	999/999	---M--	200	added ('OK')	image/png	etag:%2264918dfd-3e7%22	https://aviatorpredict.com/favicon-16x16.png	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/favicon-16x16.png	(from https://aviatorpredict.com/)
20:57:20	426/426	---M--	200	added ('OK')	application/octet-stream	etag:%2264918dfe-1aa%22	https://aviatorpredict.com/site.webmanifest	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/site.webmanifest	(from https://aviatorpredict.com/)
20:57:20	23690/23690	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Jul%202023%2017:11:29%20GMT	https://aviatorpredict.com/ko/	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/ko/index.html	(from https://aviatorpredict.com/)
20:57:20	11092/11092	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2264918dfe-2b54%22	https://aviatorpredict.com/safari-pinned-tab.svg	C:/Users/CASPER/Desktop/aviaotrr/a/aviatorpredict.com/safari-pinned-tab.svg	(from https://aviatorpredict.com/)
